case_number,case_summary,lang_info,case_created_date,case_typ,case_injury_typ,case_txt,country_nme,case_supervisor_nme,case_root_cause_txt,case_immediate_cause_desc,case_unsafe_act_desc,mgmt_sys_failure_desc,case_corrective_txt,case_status,case_cmts,case_clousre_inv_complete_date,case_root_cause_desc,case_reported_date,case_report_year,case_level_severity,primary_business,primary_business_segment,site_location_nme,region,case_followup_flag,month,month_year,quarter
20283,Kalıba kimyasal uygulaması sırasında çalışan kalıp içinden çıkmak isterken kimyasalın da etkisiyle kayarak kalıptan catwalka düştü. Düşerken kolunu kalıbın kenarına çarptı.,tr,2020-04-04T00:00:00.000Z,Injury,Strain,Kalıba kimyasal uygulaması sırasında çalışan kalıp içinden çıkmak isterken kimyasalın da etkisiyle kayarak kalıptan catwalka düştü. Düşerken kolunu kalıbın kenarına çarptı.,Turkey,Seckin Burtan Ucar,,,,Unknown,,0,,-1.0,,2020-04-04T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20284,"2020.04.03 下午16:50，71.0#1模具胶衣班组员工，在打轴套完成后，拔气管时，把气源关闭后，手未拿牢固，造成气管脱开崩到头部，事情发生后第一时间通知当班班长及主管，带员工到公司医务室进行包扎，然后人民医院进行检查，进行消毒处理后，打破伤风，约20:00pm.左右返回公司工作。 On 3th Apr 2020, at 16:50 pm, one employee of 71.0 # 1 mold gelcoat team, after completing the bushing operation, when pulling the pipe connector, the hand did not hold firmly, causing the pipe disengaged and hurt his head. After the occurrence, notify the team leader and supervisor immediately, take the employee to the plant clinic for bandaging, and then went to the local hospital for disinfection and tetanus injection. Around 20:00pm the employee back to continue work.",en,2020-04-03T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","2020.04.03 下午16:50，71.0#1模具胶衣班组员工，在打轴套完成后，拔气管时，把气源关闭后，手未拿牢固，造成气管脱开崩到头部，事情发生后第一时间通知当班班长及主管，带员工到公司医务室进行包扎，然后人民医院进行检查，进行消毒处理后，打破伤风，约20:00pm.左右返回公司工作。 On 3th Apr 2020, at 16:50 pm, one employee of 71.0 # 1 mold gelcoat team, after completing the bushing operation, when pulling the pipe connector, the hand did not hold firmly, causing the pipe disengaged and hurt his head. After the occurrence, notify the team leader and supervisor immediately, take the employee to the plant clinic for bandaging, and then went to the local hospital for disinfection and tetanus injection. Around 20:00pm the employee back to continue work.",China,Jie Huang,"无明确气管拆卸操作规范No specific air-pipe operation specification
员工拔气管时，先将防脱钩拆除When employees pull out the trachea, remove the anti-unhooking",Administrative workplace control not followed,Removed or disabled safety devices or guards,Machine Safety / Guarding,"立即停止工作，去医务室检查Stop work immediately，and went to the plant clinic for disinfection and took band-aid bandaging 制定气管使用操作规范，并对所有相关作业人员进行培训，必须先拔出气管后，再卸除防脱钩 Develop the air pipe operation standard, training all relevant employees that must pull the pipe first , then remove the anti-unhook.",0,"done, and have informed all the SVs about the air-pipe safety instruction",2.0200413E7,Inadequate procedures/work instructions/work standards,2020-04-03T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Qinhuangdao,Greater China,Yes,4,2020-4,Q2-2020
20285,"IP was cleaning the mold edges. A cutting piece of infused fiber glass was protruding from the mold. By rubbing the mold edge, IP finger came in contact with cutting fiber piece, resulting in a cut on the right index finger. IP was wearing a light nitrile gloves protecting against chemicals, not cuts.",en,2020-04-06T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","IP was cleaning the mold edges. A cutting piece of infused fiber glass was protruding from the mold. By rubbing the mold edge, IP finger came in contact with cutting fiber piece, resulting in a cut on the right index finger. IP was wearing a light nitrile gloves protecting against chemicals, not cuts.",France,Pierre GEYER,"Assigned gloves (selected as per plant PPE matrix) does not protect against the risk of cuts. 
PPE matrix not adapted to this activity : focussing on chemical risks not taking into account risk of cuts.",Inadequate/Faulty/No PPE assigned or available,,Risk Assessment,See ATS,0,Investigation closed,2.0200406E7,Inadequate procedures/work instructions/work standards,2020-04-06T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,Yes,4,2020-4,Q2-2020
20286,"IP was holding a peroxide container, but due to soiled gloves, the container slipped and fall on the floor, resulting in splashes. Tyvek suit, half-mask and safety glasses protected the IP for the most part but a few droplets reached IP cheekbone between the mask and the glasses.",en,2020-04-04T00:00:00.000Z,Injury,Burn (chemical),"IP was holding a peroxide container, but due to soiled gloves, the container slipped and fall on the floor, resulting in splashes. Tyvek suit, half-mask and safety glasses protected the IP for the most part but a few droplets reached IP cheekbone between the mask and the glasses.",France,Veronica Lopez Quiza,Combination of safety glasses + half-mask is not enough protective against spash. Need to wear full-face mask.,Inadequate/Faulty/No PPE assigned or available,,Chemical Management,See ATS Action #182 related to similar event,0,Investigation closed.,2.0200521E7,Inadequate Control System Setup or Failure,2020-04-04T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,Yes,4,2020-4,Q2-2020
20287,"On the 31.03.2020 morning, KMA-3 MG2, 1 worker from KEVT (electrical company from customer) has been observed working inside a GE electrical cabinet without LOTO Permit To Work. This cabinet was properly LOTO tagged. Worker has been removed by our Com. engineer.  He informed the KEVT worker about the obligation to get a GE LOTO PTW prior to work on GE equipment. On the  31.03.20 afternoon, GE got a request from KEVT for a PTW for this activity. On the 01.04.20 morning, our Commissioning engineer signed the KEVT PTW. According to the work description, a LOTO is requested but as the electrical source is from KEVT cabinet, he wrote on the PTW: « Not GE-Scope cable, need to be locked out by KEVT/NdD ». On the 01.04.20 around 11:30 AM, our Commissioning engineer, working around this equipment, has been asked by a new KEVT employee about the exact location of the cabinet & the cable. Our Commissioning engineer helped the KEVT worker showing the cable and opening him the electrical cabinet. The KEVT worker did not had, again, a copy of the LOTO PTW delivered on the morning, our Commissioning engineer decided to offer him support/help by deconnecting himself the cable for KEVT.  Our Commissioning engineer asked to KEVT worker if the cable was de-energized. Positive answer from KEVT received. Our Commissioning engineer started to disconnect the cable => Electrical chock 400V.",en,2020-04-01T00:00:00.000Z,Injury,Other,"On the 31.03.2020 morning, KMA-3 MG2, 1 worker from KEVT (electrical company from customer) has been observed working inside a GE electrical cabinet without LOTO Permit To Work. This cabinet was properly LOTO tagged. Worker has been removed by our Com. engineer.  He informed the KEVT worker about the obligation to get a GE LOTO PTW prior to work on GE equipment. On the  31.03.20 afternoon, GE got a request from KEVT for a PTW for this activity. On the 01.04.20 morning, our Commissioning engineer signed the KEVT PTW. According to the work description, a LOTO is requested but as the electrical source is from KEVT cabinet, he wrote on the PTW: « Not GE-Scope cable, need to be locked out by KEVT/NdD ». On the 01.04.20 around 11:30 AM, our Commissioning engineer, working around this equipment, has been asked by a new KEVT employee about the exact location of the cabinet & the cable. Our Commissioning engineer helped the KEVT worker showing the cable and opening him the electrical cabinet. The KEVT worker did not had, again, a copy of the LOTO PTW delivered on the morning, our Commissioning engineer decided to offer him support/help by deconnecting himself the cable for KEVT.  Our Commissioning engineer asked to KEVT worker if the cable was de-energized. Positive answer from KEVT received. Our Commissioning engineer started to disconnect the cable => Electrical chock 400V.",Multi-Country,JOSEPH MOHAMED Mohamed BASBOUS,Cf. RCA,Overpressure/Underpressure,Failed to execute LOTO,Lockout Tagout,1. LOTO tagging to improve on GE skid 2. Refresher on EHS rules to comply to work under voltage 3. General awareness about the rigor to have on the workplace 4. Disciplinary action on the involved GE Commissioning Engineer (A day exclusion) 5. Request to NdD to take disciplinary action on KEVT side (works without PTW),0,"Refresher completed, tagging done, general awareness done, disciplinary action taken",2.0200417E7,Inadequate procedures/work instructions/work standards,2020-04-01T00:00:00.000Z,2020,Level D,GE Renewable Energy,Hydro,Hydro - EMEA and Russia - Projects,Multi-Region,Yes,4,2020-4,Q2-2020
20288,"A worker felt a slight burn on his left arm and, on checking, he noticed that he had hardener on his Tyvek at the height where he felt the burn. The worker notified the SSTE officer and removed his soiled tyvek to rinse his arm with cold water for 15 to 20 minutes. Follow-up was done with the worker for the rest of the day to ensure that the redness subsided.",en,2020-04-04T00:00:00.000Z,Injury,Burn (chemical),"Un travailleur a ressentit une légère brulure au niveau de son bras gauche et en vérifiant, il sest apperçu quil avait du durcisseur sur son Tyvek à la hauteur où il ressentait la brulure. Le travailleur a avisé lagent SSTE et a retiré son tyvek souillé pour rincer à leau froide son bras pendant 15 à 20 minutes.  Un suivi a été fait avec le travailleur pendant le restant de la journée afin de sassurer que la rougeur diminue.",Canada,Denis Langlais,"Préparation produits chimiques pour finition
Éclaboussure de produits chimiques
Manque dattention du travailleur
Vêtement de protection souillé",,"Inattention to established procedures (SOPs, JSAs)",Chemical Management,Rappels aux travailleurs de retirer les vêtements souillés de produits chimques et dêtre vigilant aux éclaboussures,0,Messages passés aux travailleurs,2.0200415E7,,2020-04-04T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Gaspé,Canada,Yes,4,2020-4,Q2-2020
20289,Employee reports discomfort in their right shoulder from breaking down units.,en,2020-03-27T00:00:00.000Z,Injury,Strain,Employee reports discomfort in their right shoulder from breaking down units.,US,Michael A Canaveral,Excessive force required when breaking down molds led to the employee feeling discomfort in their shoulder.,Defective/worn/maladjusted tool/equipment,,Ergonomics,Review task and determine if there are any ergonomic solutions that can be implemented,0,,-1.0,,2020-03-27T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,No,3,2020-3,Q1-2020
20290,Employee reports discomfort in their right wrist from soldering.,en,2020-03-26T00:00:00.000Z,Injury,Strain,Employee reports discomfort in their right wrist from soldering.,US,Michael A Canaveral,"Employee was new to this task and was not aware of the ergonomic risks involved, which led them to strain their wrist.",Ergonomically inadequate workstation or rotation,,Unknown,Perform ergonomic assessment and determine if any corrective actions can be implemented.,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-03-26T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,No,3,2020-3,Q1-2020
20291,"Team member was stapling glass between the upwind 48-50 meter mark area of the 62.2 TE web mould.  He was stapling the downwind flange glass in a right-to-left pattern.  His eyes was on his hands while doing the process.  Using a continuous motion, his left hand held the glass down as the right hand stapled.  The right hand was moving a little faster than the left; he caught the tip of his left index finger with the staple gun.  The employee was wearing Hi-Flex gloves.",en,2020-04-03T00:00:00.000Z,Injury,Puncture,"Team member was stapling glass between the upwind 48-50 meter mark area of the 62.2 TE web mould.  He was stapling the downwind flange glass in a right-to-left pattern.  His eyes was on his hands while doing the process.  Using a continuous motion, his left hand held the glass down as the right hand stapled.  The right hand was moving a little faster than the left; he caught the tip of his left index finger with the staple gun.  The employee was wearing Hi-Flex gloves.",US,Brian Howard,Employee speed and coordination was misaligned.,,Employee awareness/attentiveness,Risk Assessment,Leather gloves use will reduce the injury,0,Very minor incident,2.0200526E7,Inadequate procedures/work instructions/work standards,2020-04-03T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Little Rock,US,Yes,4,2020-4,Q2-2020
20292,"On December 15th, a maintenance employee report a chute on the ice outside of the factory when coming back from is break. The employee was ok but a little stiff on is lower back. He was off the 16 and 17 from is regular shift and came back on Wednesday & Thursday and off again until 27th for the shutdown with the maintenance team during the holiday (27-28-29).  On December 27th, the employee report pain in his lower back during his shift (light maintenance tasks) and asked for an appointment to the chiropractor for treatment.   The employee was back to his regular tasks without performing task with extended arms. December 29th,  the employee call his manager stating he was at the hospital due to back pain related to deterioration following his appointment to the Chiropractor (appointment from December 27th). The employee came back after his appointment with a medical report stating off work until January 6th.",en,2019-12-15T00:00:00.000Z,Injury,Sprain,"On December 15th, a maintenance employee report a chute on the ice outside of the factory when coming back from is break. The employee was ok but a little stiff on is lower back. He was off the 16 and 17 from is regular shift and came back on Wednesday & Thursday and off again until 27th for the shutdown with the maintenance team during the holiday (27-28-29).  On December 27th, the employee report pain in his lower back during his shift (light maintenance tasks) and asked for an appointment to the chiropractor for treatment.   The employee was back to his regular tasks without performing task with extended arms. December 29th,  the employee call his manager stating he was at the hospital due to back pain related to deterioration following his appointment to the Chiropractor (appointment from December 27th). The employee came back after his appointment with a medical report stating off work until January 6th.",Canada,Matthieu Girard,,,,Unknown,,0,,-1.0,,2019-12-15T00:00:00.000Z,2019,Level C,GE Renewable Energy,LM Wind Power,Gaspé,Canada,No,12,2019-12,Q4-2019
20293,Kalıp temizliği sırasında catwalk üzerinden roota doğru yürürken sağ elini  sabit kilit destek parçalarına çarptı.,tr,2020-04-08T00:00:00.000Z,Injury,"Contusion, Bruise",Kalıp temizliği sırasında catwalk üzerinden roota doğru yürürken sağ elini  sabit kilit destek parçalarına çarptı.,Turkey,Aykut Kaptan,"Leç kilit aparatının catwalka doğru çıkıntılı olması
Leç kilit aparatının farkedilmemesi
Risk öngörülmedi","Housekeeping, unsafe placement, slip/trip hazards",Employee awareness/attentiveness,Risk Assessment,Leç kilitlerinin çarpma olasılığı olan kısımlarının kapatılması veya etkisini sönümlemek için sistem araştırılması									 Çarpma olasılığı olan kısımların renklendirilmesi						 OPL ile dur düşün hareket et döngüsünün belirtilmesi						 Kilit aparatının alt kısımlarının sarı siyah sünger ile izolasyonu sağlanacak,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-04-08T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20294,Gelcoat varillerinin altından çıkan kırık paleti ayağı ile iktirmek isterken ayağına çivi battı.,tr,2020-04-08T00:00:00.000Z,Injury,Foreign Body,Gelcoat varillerinin altından çıkan kırık paleti ayağı ile iktirmek isterken ayağına çivi battı.,Turkey,Aykut Kaptan,"Bölümlere tanımlanmış transpalet yok				
Ekipman yapılan işe uygun değildi				
Riski öngöremedi.","Housekeeping, unsafe placement, slip/trip hazards",Employee awareness/attentiveness,Risk Assessment,,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-04-08T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20295,"2020.04.07日下午13:20左右，后序备料小组员工进行废旧精益管改装过程中，右手食指蹭到轮子不小心擦破皮，前往医务室进行消毒，贴创可贴一个，随后回到工作岗位继续工作。 07/4/2020 at 13:20, one operator of PM material preparation team, when he was installing the wheel screws of waste lean tubes trolley , his right index finger was scratched at the edge of lean tubes as the wrench slipped, then he went to the plant clinic for disinfection, pasted one band-aid and then returned to work.",en,2020-04-07T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","2020.04.07日下午13:20左右，后序备料小组员工进行废旧精益管改装过程中，右手食指蹭到轮子不小心擦破皮，前往医务室进行消毒，贴创可贴一个，随后回到工作岗位继续工作。 07/4/2020 at 13:20, one operator of PM material preparation team, when he was installing the wheel screws of waste lean tubes trolley , his right index finger was scratched at the edge of lean tubes as the wrench slipped, then he went to the plant clinic for disinfection, pasted one band-aid and then returned to work.",China,Mingwei Yuan,"作业过程中操作力度不当Improper operation
精益管横截面锋利The sharp edge of the lean pipe
佩带的手套过薄 the wearing gloves is too thin","Sharp edge on part, workstation, or equipment",Improper force / posture / position,Preventive Maintenance,操作期间佩戴较厚线手套the operator wearing the thick gloves 选择空间大的位置进行安装ensure the enough space when operation 进行安全培训，提高安全意识training the relevant operator to improve their safety awareness 精益管边缘进行打磨grinding the edge of the lean pipes,0,complete the actions,2.0200419E7,Inadequately maintained tools/equipment,2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Qinhuangdao,Greater China,Yes,4,2020-4,Q2-2020
20296,"2020.04.08 00:50，二期后序69.0 1#精加工员工在翼根铺设吸尘管和气管时，由于翼根梯车踏蹬距离太近，被从地沟伸出来的气管绊住，踩到前方的气管上，崴脚摔在地面上，当时没啥感觉，继续工作，2:40左右感觉有点疼，班长马上安排去医务室进行处理，第一时间通知安全及主管去医院进行拍片检查，经CT检查无异常，5:00回到公司，继续工作。 08/4/2020, at 00:50 am, one finishing operator was preparing the dust suction pipe and the air pipe at the blade root, he was stuck against the air pipe, no feeling at that time, but at 2:40 am he felt a little pain at his right ankle, went to the hospital for CT inspection, the result shows negative, the ankle is OK, then around 5:00 am he back to plant continue work.",en,2020-04-08T00:00:00.000Z,Injury,Sprain,"2020.04.08 00:50，二期后序69.0 1#精加工员工在翼根铺设吸尘管和气管时，由于翼根梯车踏蹬距离太近，被从地沟伸出来的气管绊住，踩到前方的气管上，崴脚摔在地面上，当时没啥感觉，继续工作，2:40左右感觉有点疼，班长马上安排去医务室进行处理，第一时间通知安全及主管去医院进行拍片检查，经CT检查无异常，5:00回到公司，继续工作。 08/4/2020, at 00:50 am, one finishing operator was preparing the dust suction pipe and the air pipe at the blade root, he was stuck against the air pipe, no feeling at that time, but at 2:40 am he felt a little pain at his right ankle, went to the hospital for CT inspection, the result shows negative, the ankle is OK, then around 5:00 am he back to plant continue work.",China,Botao Zhang,"踏凳并排放在踏板车内侧造成空间狭小 The narrow space
注意不集中，未关注脚下环境 The operator did not pay attention to the surrounding","Housekeeping, unsafe placement, slip/trip hazards",Employee awareness/attentiveness,Event Analysis,优化翼根空间，确保空间充分Optimize the blade root space to ensure sufficient space 对相关人员进行培训，提高安全意识，时刻注意周围环境 Sharing and training all relevant operators about pay attention to the surrounding when operating.,0,closed,2.0200609E7,,2020-04-08T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Qinhuangdao,Greater China,Yes,4,2020-4,Q2-2020
20297,Çalışan BSLDyi web fiktür çekme aparatına bağlamak için zinciri geçirirken sağ el bileğini aparatın kenarındaki demir çapaklarına sürterek kestirdi.,tr,2020-04-08T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Çalışan BSLDyi web fiktür çekme aparatına bağlamak için zinciri geçirirken sağ el bileğini aparatın kenarındaki demir çapaklarına sürterek kestirdi.,Turkey,Recep Ali Eti,Araştırılacak,"Sharp edge on part, workstation, or equipment",Improper force / posture / position,Unknown,Araştırılacak,0,,-1.0,Inadequately maintained tools/equipment,2020-04-08T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20298,The person scratched the skin of the right ring finger by removing a gate during preparation activities of the production line,en,2020-02-18T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",La personne sest écorché la peau de lannulaire droit en enlevant un portail durant des activités de préparation de la ligne de production,France,VINCENT DIVET,Absence EPI,Administrative workplace control not followed,Proper PPE not used for task,Leadership and Accountability,OK Demarage,0,OK,2.0200409E7,"Inadequate job planning, instruction, supervision",2020-02-18T00:00:00.000Z,2020,Level D,GE Renewable Energy,Off-Shore Wind,"Off-Shore Wind - Montoir, France",EU/SSA,Yes,2,2020-2,Q1-2020
20299,Coupure superficielle en attrapant un ciseau,fr,2020-02-18T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Coupure superficielle en attrapant un ciseau,France,Pierre François Colnet,,"Sharp edge on part, workstation, or equipment",Normalized Deviation,Housekeeping & Inspection Programs,,0,ok,2.0200409E7,,2020-02-18T00:00:00.000Z,2020,Level D,GE Renewable Energy,Off-Shore Wind,"Off-Shore Wind - Montoir, France",EU/SSA,Yes,2,2020-2,Q1-2020
20300,Operatör infüzyon makinesinin enerji kablosunu kalıp altında geçirmek isterken elini kalıp kenarına çarpmıştır.,tr,2020-04-09T00:00:00.000Z,Injury,Strain,Operatör infüzyon makinesinin enerji kablosunu kalıp altında geçirmek isterken elini kalıp kenarına çarpmıştır.,Turkey,Seckin Burtan Ucar,Araştırılacak,"Sharp edge on part, workstation, or equipment",Employee awareness/attentiveness,Unknown,Araştırılacak,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-04-09T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20301,"Operatör orbitalin  taşıyla gövdesi arasındaki marka kağıdını emniyetli maket bıçağı ile çıkartmak isterken, maket bıçağı elinden kayarak, sol bileğinde kesi oluştu.",tr,2020-04-10T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","Operatör orbitalin  taşıyla gövdesi arasındaki marka kağıdını emniyetli maket bıçağı ile çıkartmak isterken, maket bıçağı elinden kayarak, sol bileğinde kesi oluştu.",Turkey,Murat Ozekinci,"Arızalı ekipman toolcribe teslim edilmek yerine onarılmaya çalışıldı.
Riski öngöremedi","Housekeeping, unsafe placement, slip/trip hazards",Employee awareness/attentiveness,Risk Assessment,"Arızalı ekipman tespit edildiği an tollcribe arıza kaydı açılarak teslimi sağlanacak, Ekiplere bilgilendirme yapılarak risk analizi ve KKD2nin önemi anlatılacak",0,,-1.0,Inadequate procedures/work instructions/work standards,2020-04-10T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20302,Finish holunde operatör catwalku çekmek isterken sağ ayak bileğinin üstünü catwalkın basamağına çarpmıştır.,tr,2020-04-10T00:00:00.000Z,Injury,"Contusion, Bruise",Finish holunde operatör catwalku çekmek isterken sağ ayak bileğinin üstünü catwalkın basamağına çarpmıştır.,Turkey,Emre Acitas,Araştırılacak,"Sharp edge on part, workstation, or equipment",Employee awareness/attentiveness,Unknown,,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-04-10T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20303,"While performing a replacement of glue barrel on a glue machine, IP received splashes of peroxide in the eyes. Eyes immediately rinsed using wxater and osmogel.",en,2020-04-07T00:00:00.000Z,Injury,Burn (chemical),"While performing a replacement of glue barrel on a glue machine, IP received splashes of peroxide in the eyes. Eyes immediately rinsed using wxater and osmogel.",France,Yves SABATIE,Combination of safety glasses + half-mask is not protective enough against splashes.,Inadequate/Faulty/No PPE assigned or available,,Chemical Management,See ATS Action #182 on similar event - communication to all employees on requirement to wear full-face mask to protect against spashes,0,Investigation closed,2.0200521E7,Inadequate Control System Setup or Failure,2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,Yes,4,2020-4,Q2-2020
20304,"During Problade application training, IP received spashes of problade chemical in the left eye while he was cleaning the machine. Eye rinsed immediately.",en,2020-04-06T00:00:00.000Z,Injury,Burn (chemical),"During Problade application training, IP received spashes of problade chemical in the left eye while he was cleaning the machine. Eye rinsed immediately.",France,Anderson PINHO DA SILVA,"Combination os half-mask and safety glasses is not protective enough against splashes. When risk of splash, full-face mask shall be worn.",Inadequate/Faulty/No PPE assigned or available,,Chemical Management,See ATS action #182 related to similar accident,0,Investigation closed.,2.0200521E7,Inadequate Control System Setup or Failure,2020-04-06T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,Yes,4,2020-4,Q2-2020
20305,"Lyneer Employee was moving a core and while reaching out, scraped the top of the right hand on the edge of the core, while not wearing gloves.",en,2020-04-07T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","Lyneer Employee was moving a core and while reaching out, scraped the top of the right hand on the edge of the core, while not wearing gloves.",US,Roberto X Jara-Salazar,Temp was not wearing correct PPE for job,,Employee in Danger Zone/Line of Fire,Leadership and Accountability,MSO to review Temp training process with Focus on PPE use by area,0,reviewed with MSO,2.020041E7,"Inadequate job planning, instruction, supervision",2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,4,2020-4,Q2-2020
20306,"Employee reports when bracing the wooden table to get up, right hand slid across the table and a small splinter from the table stuck palm of right hand.",en,2020-03-20T00:00:00.000Z,Injury,Foreign Body,"Employee reports when bracing the wooden table to get up, right hand slid across the table and a small splinter from the table stuck palm of right hand.",US,Carrie Michele Reilly,"EE leaned on table while trying to stand,",,Equipment/tool used improperly,Event Analysis,EE should not be leaning on objects to stand up from sitting poisiton,0,reviewed,2.020041E7,Work environment not controlled by GE,2020-03-20T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,3,2020-3,Q1-2020
20307,"Adecco employee slipped on a trash can lid which was on the floor, fell to the floor striking the head.",en,2020-04-04T00:00:00.000Z,Injury,"Contusion, Bruise","Adecco employee slipped on a trash can lid which was on the floor, fell to the floor striking the head.",US,Jeremiah McGill,"trash can lid left on floor, EE tripped over on the way into break room. They did cut through a taped off area.","Housekeeping, unsafe placement, slip/trip hazards",Employee awareness/attentiveness,Event Analysis,Removed all trash can lids. Instructed Janitorial services to not leave them off.,0,Very rare incident. Removed all trash can lids,2.0200413E7,Work environment not controlled by GE,2020-04-04T00:00:00.000Z,2020,Level C,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,4,2020-4,Q2-2020
20308,Durante a atividade de preventiva na etapa de torque das pás no interior do Hub um dos colaboradores começou a sentir um mal-estar. Comunicou aos companheiros de trabalho e os mesmos desceram da turbina e seguiu para a subestação do Site para reportar a condição para o EHS. O EHS telefonou para a IHC. Um atendente da IHC analisou o colaborador por telefone e pediu para levar o funcionário para o hospital da cidade de Guamaré-RN.,pt,2020-04-08T00:00:00.000Z,Injury,Other,Durante a atividade de preventiva na etapa de torque das pás no interior do Hub um dos colaboradores começou a sentir um mal-estar. Comunicou aos companheiros de trabalho e os mesmos desceram da turbina e seguiu para a subestação do Site para reportar a condição para o EHS. O EHS telefonou para a IHC. Um atendente da IHC analisou o colaborador por telefone e pediu para levar o funcionário para o hospital da cidade de Guamaré-RN.,Brazil,Diego Prestes Lourenco,Caso está em investigação,Exposure to Extreme Weather,Improper force / posture / position,Unknown,,0,,-1.0,Inadequate Control System Setup or Failure,2020-04-08T00:00:00.000Z,2020,Level D,GE Renewable Energy,Digital Services,DS - ONW LATAM - OM and Services,LATAM,No,4,2020-4,Q2-2020
20309,"The employee suffered a pressing of his right thumb, between the box and its own lid, which caused a slight swelling. O colaborador sofreu uma prensagem do seu dedo polegar Direito, entre a caixa e sua própria tampa, o que causou um edema discreto.",en,2020-04-07T00:00:00.000Z,Injury,Other,"The employee suffered a pressing of his right thumb, between the box and its own lid, which caused a slight swelling. O colaborador sofreu uma prensagem do seu dedo polegar Direito, entre a caixa e sua própria tampa, o que causou um edema discreto.",Brazil,Fabrício Silva Andrade,The employee didn´t pay attention and leave his thumb in a risk zone while open the lid of the box.,,Employee awareness/attentiveness,Risk Assessment,NO action was estabilished.,0,NO action was estabilished.,2.020041E7,"Inadequate job planning, instruction, supervision",2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"HVS - AIB - Itajuba, Brazil",LATAM,Yes,4,2020-4,Q2-2020
20310,Employee assigned to surveillance in confined space advised her supervisor around 12:10 am that she had pain in her left wrist following a fall in the parking lot while it was snowing (storm) outside since the start of the day. The worker went outside to smoke a cigarette. Apply ice to the wrist for the rest of the shift.,en,2020-04-11T00:00:00.000Z,Injury,Sprain,Employée assignée à de la surveillance en espace clos  a avisé son surviseur vers 00h10 quelle avait une douleur à son poignet gauche suite à une chute dans le stionnement alors quil neigait (tempête) à lextérieur depuis le début de la journée. La travailleuse sétait rendu à lextérieur pour fumer une cigarette. Application de glace sur le poignet pour le reste du son quart de travail.,Canada,Norman Quirion,"Conditions météorologiques
Surface enneigée / glissante (tempête de neige)
Manque dattention",,Horseplay or distracting behavior,Risk Assessment,Rappels aux travailleurs déjà en place dans le journée sur les risques de chutes dû aux conditions climatiques (affichage dans les portes),0,affichage déjà en place,2.0200415E7,,2020-04-11T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Gaspé,Canada,Yes,4,2020-4,Q2-2020
